"close"
11.416853839
11.416853839
11.149792931
11.149792931
11.149792931
10.949497249
11.016262477
10.949497249
10.882732022
10.882732022
10.882732022
10.882732022
10.815966795
11.016262477
10.949497249
11.016262477
11.016262477
11.016262477
11.016262477
10.949497249
11.016262477
11.149792931
11.550384294
11.149792931
11.149792931
11.149792931
11.416853839
11.083027704
11.350088612
11.049645090
10.782584182
10.782584182
10.782584182
10.649053727
10.615671114
10.682436341
10.615671114
10.548905887
10.548905887
10.548905887
10.148314524
10.615671114
10.649053727
10.615671114
10.548905887
10.548905887
10.548905887
10.615671114
10.782584182
10.982879863
11.049645090
11.517001680
11.517001680
11.517001680
11.416853839
11.683914748
11.350088612
11.750679975
11.416853839
11.416853839
11.416853839
11.416853839
11.416853839
11.950975656
12.218036565
12.284801792
12.284801792
12.284801792
12.284801792
11.817445202
12.652010541
12.785540996
12.752158382
12.752158382
12.752158382
13.052601904
13.085984518
13.019219291
13.386428040
13.686871562
13.686871562
13.686871562
13.753636789
13.553341108
13.887167243
15.556297921
15.222471786
15.222471786
15.222471786
15.155706559
15.623063149
16.524393715
16.157184966
16.624541556
16.624541556
16.624541556
16.691306783
16.958367691
17.692785190
17.559254735
18.093376552
18.093376552
18.093376552
17.826315644
18.360437461
18.894559278
18.093376552
17.292193827
17.292193827
17.292193827
16.491011101
16.758072010
16.290715420
16.758072010
17.626019963
17.626019963
17.626019963
18.493967915
18.560733142
18.493967915
18.093376552
18.894559278
18.894559278
18.894559278
18.427202688
18.493967915
19.261768027
20.296629048
20.430159502
20.430159502
20.430159502
20.964281319
20.763985638
20.563689956
20.363394275
20.697220411
20.697220411
20.697220411
21.231342228
21.164577000
21.765464045
21.665316204
21.965759726
21.965759726
21.965759726
21.565168363
21.765464045
21.732081431
22.499881543
22.499881543
22.499881543
22.499881543
22.499881543
22.833707679
23.034003360
22.633411997
22.967238133
22.967238133
22.967238133
22.566646770
22.733559838
22.499881543
21.631933590
21.898994499
21.898994499
21.898994499
21.865611885
22.032524953
22.332968475
22.299585862
22.032524953
22.032524953
22.032524953
23.100768587
23.501359950
23.367829496
22.499881543
23.167533814
23.167533814
23.167533814
23.768420859
24.302542676
23.968716540
24.235777448
23.701655631
23.701655631
23.701655631
23.701655631
24.703134038
25.771377672
26.505795171
26.639325625
26.639325625
26.639325625
26.439029944
26.572560398
26.372264717
26.505795171
27.240212669
27.240212669
27.240212669
28.174925849
28.842578121
29.243169483
29.910821755
31.179361070
31.179361070
31.179361070
30.645239253
29.243169483
29.376699938
29.777291300
30.177882663
30.177882663
30.177882663
30.177882663
30.578474026
30.845534934
31.980543796
32.714961294
32.714961294
32.714961294
32.381135158
31.980543796
34.651152881
34.384091972
33.716439701
33.716439701
33.716439701
33.382613565
34.651152881
33.983500610
33.516144020
31.713482887
31.713482887
31.713482887
30.778769707
31.379656751
31.646717660
30.845534934
29.777291300
29.777291300
29.777291300
28.508751985
29.576995619
29.443465165
29.042873802
28.642282439
28.642282439
28.642282439
28.976108575
29.042873802
24.903429720
26.105203808
27.574038805
27.574038805
27.574038805
26.906386534
27.106682215
27.240212669
28.441986758
27.373743124
27.373743124
27.373743124
26.372264717
25.771377672
24.302542676
24.369307903
24.302542676
24.302542676
24.302542676
24.502838357
24.569603584
24.235777448
25.103725401
26.572560398
26.572560398
26.572560398
25.304021083
